FileName	PixelSize
16-01696.tif	1.628664495
16-01697.tif	2.392344498
16-01698.tif	1.628664495
16-01699.tif	1.937984496
16-01700.tif	1.628664495
16-01701.tif	2.392344498
16-01702.tif	3.311258278
16-01703.tif	3.311258278
16-01704.tif	1.937984496
16-01705.tif	2.392344498
16-01706.tif	2.392344498
16-01707.tif	2.392344498
16-01708.tif	2.392344498
16-01709.tif	3.311258278
16-01710.tif	1.937984496
16-01711.tif	1.937984496
18-00277.tif	0.9049773759999999
18-00278.tif	1.149425287
18-00279.tif	1.149425287
18-00280.tif	1.557632399
18-00281.tif	0.9049773759999999
18-00282.tif	1.886792453
18-00283.tif	1.149425287
18-00284.tif	1.149425287
18-00285.tif	1.557632399
18-00286.tif	1.557632399
18-00287.tif	0.9049773759999999
18-00288.tif	2.403846154
18-00289.tif	0.9049773759999999
18-00290.tif	1.149425287
18-00291.tif	1.886792453
18-00292.tif	1.557632399
18-00293.tif	1.149425287
18-00294.tif	2.873563218
18-00295.tif	1.557632399
18-00296.tif	1.886792453
18-00297.tif	1.557632399
18-00298.tif	1.149425287
18-00299.tif	1.557632399
18-00300.tif	1.557632399
18-00301.tif	2.403846154
18-00302.tif	1.149425287
18-00303.tif	1.557632399
18-00304.tif	1.557632399
18-00305.tif	0.772200772
18-00306.tif	1.886792453
18-00307.tif	1.557632399
18-00308.tif	1.149425287
18-00309.tif	1.557632399
18-00310.tif	17.66784452
18-00311.tif	2.403846154
18-00312.tif	4.098360656
18-00313.tif	2.403846154
18-00314.tif	1.149425287
18-00315.tif	1.557632399
18-00316.tif	1.149425287
18-00317.tif	1.557632399
18-00318.tif	1.557632399
18-00319.tif	1.557632399
18-00320.tif	1.149425287
18-00321.tif	1.557632399
18-00322.tif	1.886792453
18-00323.tif	1.149425287
18-00324.tif	2.403846154
18-00325.tif	1.149425287
18-00326.tif	1.149425287
18-00327.tif	1.149425287
18-00328.tif	1.886792453
18-00329.tif	1.149425287
18-00330.tif	1.557632399
18-00331.tif	1.557632399
