 ,Label,Area1,Mean1,Min1,Max1,BX1,BY1,Width1,Height1,IntDen1,RawIntDen1,Area2,Mean2,Min2,Max2,BX2,BY2,Width2,Height2,IntDen2,RawIntDen2,Area3,Mean3,Min3,Max3,BX3,BY3,Width3,Height3,IntDen3,RawIntDen3
1,dataImg,71.228,143.871,76,247,32.138,56.413,6.621,10.759,10247.660,2154616,70.115,114.132,50,188,6.345,50.206,8.690,8.069,8002.366,1682533,1130.502,135.369,43,510,20.207,30.689,40.620,44.344,153034.359,32176154
2,dataImg,71.228,145.194,62,239,32.138,56.413,6.621,10.759,10341.884,2174427,70.115,114.261,52,190,6.345,50.206,8.690,8.069,8011.436,1684440,1130.502,135.983,35,572,20.207,30.689,40.620,44.344,153729.172,32322244
3,dataImg,71.228,144.099,58,226,32.138,56.413,6.621,10.759,10263.902,2158031,70.115,114.022,51,181,6.345,50.206,8.690,8.069,7994.642,1680909,1130.502,135.918,45,592,20.207,30.689,40.620,44.344,153655.188,32306684
4,dataImg,71.228,144.958,61,256,32.138,56.413,6.621,10.759,10325.062,2170890,70.115,114.010,53,179,6.345,50.206,8.690,8.069,7993.814,1680735,1130.502,136.008,38,652,20.207,30.689,40.620,44.344,153757.656,32328230
5,dataImg,71.228,145.226,71,254,32.138,56.413,6.621,10.759,10344.167,2174907,70.115,114.434,53,181,6.345,50.206,8.690,8.069,8023.526,1686982,1130.502,135.812,39,601,20.207,30.689,40.620,44.344,153535.750,32281574
6,dataImg,71.228,144.661,67,251,32.138,56.413,6.621,10.759,10303.882,2166437,70.115,113.100,47,183,6.345,50.206,8.690,8.069,7929.997,1667317,1130.502,135.831,44,605,20.207,30.689,40.620,44.344,153557.000,32286042
7,dataImg,71.228,117.772,35,190,32.138,56.413,6.621,10.759,8388.688,1763759,70.115,114.933,48,186,6.345,50.206,8.690,8.069,8058.531,1694342,1130.502,134.572,35,686,20.207,30.689,40.620,44.344,152134.297,31986912
8,dataImg,71.228,118.410,43,190,32.138,56.413,6.621,10.759,8434.100,1773307,70.115,113.178,45,176,6.345,50.206,8.690,8.069,7935.452,1668464,1130.502,133.542,43,693,20.207,30.689,40.620,44.344,150969.141,31741934
9,dataImg,71.228,119.555,59,195,32.138,56.413,6.621,10.759,8515.696,1790463,70.115,114.192,41,186,6.345,50.206,8.690,8.069,8006.565,1683416,1130.502,133.332,41,663,20.207,30.689,40.620,44.344,150731.984,31692068
10,dataImg,71.228,121.813,55,194,32.138,56.413,6.621,10.759,8676.473,1824267,70.115,114.408,44,185,6.345,50.206,8.690,8.069,8021.743,1686607,1130.502,133.133,47,618,20.207,30.689,40.620,44.344,150507.141,31644796
11,dataImg,71.228,122.043,52,219,32.138,56.413,6.621,10.759,8692.905,1827722,70.115,113.821,44,185,6.345,50.206,8.690,8.069,7980.568,1677950,1130.502,133.248,45,619,20.207,30.689,40.620,44.344,150637.422,31672186
12,dataImg,71.228,122.842,59,204,32.138,56.413,6.621,10.759,8749.784,1839681,70.115,114.202,50,189,6.345,50.206,8.690,8.069,8007.274,1683565,1130.502,132.736,40,753,20.207,30.689,40.620,44.344,150058.391,31550444
13,dataImg,71.228,122.797,56,205,32.138,56.413,6.621,10.759,8746.611,1839014,70.115,114.076,41,185,6.345,50.206,8.690,8.069,7998.476,1681715,1130.502,132.682,41,865,20.207,30.689,40.620,44.344,149996.953,31537528
14,dataImg,71.228,124.262,58,195,32.138,56.413,6.621,10.759,8850.952,1860952,70.115,113.885,46,180,6.345,50.206,8.690,8.069,7985.039,1678890,1130.502,132.758,44,655,20.207,30.689,40.620,44.344,150082.922,31555602
15,dataImg,71.228,124.942,54,215,32.138,56.413,6.621,10.759,8899.394,1871137,70.115,113.718,45,177,6.345,50.206,8.690,8.069,7973.363,1676435,1130.502,132.944,51,621,20.207,30.689,40.620,44.344,150293.516,31599880
16,dataImg,71.228,124.849,45,203,32.138,56.413,6.621,10.759,8892.729,1869736,70.115,113.422,47,181,6.345,50.206,8.690,8.069,7952.617,1672073,1130.502,132.820,45,614,20.207,30.689,40.620,44.344,150153.547,31570452
17,dataImg,71.228,125.844,61,213,32.138,56.413,6.621,10.759,8963.625,1884642,70.115,113.734,46,186,6.345,50.206,8.690,8.069,7974.476,1676669,1130.502,133.091,39,595,20.207,30.689,40.620,44.344,150459.328,31634742
18,dataImg,71.228,125.857,53,206,32.138,56.413,6.621,10.759,8964.515,1884829,70.115,113.748,49,176,6.345,50.206,8.690,8.069,7975.441,1676872,1130.502,132.347,41,653,20.207,30.689,40.620,44.344,149618.891,31458038
19,dataImg,71.228,125.938,51,219,32.138,56.413,6.621,10.759,8970.317,1886049,70.115,113.403,51,177,6.345,50.206,8.690,8.069,7951.237,1671783,1130.502,132.847,32,698,20.207,30.689,40.620,44.344,150183.828,31576816
20,dataImg,71.228,127.082,60,200,32.138,56.413,6.621,10.759,9051.785,1903178,70.115,114.061,54,178,6.345,50.206,8.690,8.069,7997.400,1681489,1130.502,132.197,38,689,20.207,30.689,40.620,44.344,149448.484,31422208
21,dataImg,71.228,126.747,58,222,32.138,56.413,6.621,10.759,9027.961,1898169,70.115,114.002,44,187,6.345,50.206,8.690,8.069,7993.249,1680616,1130.502,132.292,40,557,20.207,30.689,40.620,44.344,149556.234,31444864
22,dataImg,71.228,127.908,49,231,32.138,56.413,6.621,10.759,9110.600,1915544,70.115,114.292,48,188,6.345,50.206,8.690,8.069,8013.624,1684900,1130.502,132.475,42,558,20.207,30.689,40.620,44.344,149763.719,31488488
23,dataImg,71.228,127.660,63,213,32.138,56.413,6.621,10.759,9092.978,1911839,70.115,114.329,49,178,6.345,50.206,8.690,8.069,8016.168,1685435,1130.502,132.432,47,647,20.207,30.689,40.620,44.344,149714.953,31478234
24,dataImg,71.228,127.384,56,204,32.138,56.413,6.621,10.759,9073.325,1907707,70.115,113.166,52,180,6.345,50.206,8.690,8.069,7934.620,1668289,1130.502,131.819,39,682,20.207,30.689,40.620,44.344,149021.641,31332462
25,dataImg,71.228,129.001,61,205,32.138,56.413,6.621,10.759,9188.467,1931916,70.115,113.779,44,183,6.345,50.206,8.690,8.069,7977.629,1677332,1130.502,132.333,42,587,20.207,30.689,40.620,44.344,149602.172,31454520
