 ,Label,Area1,Mean1,Min1,Max1,BX1,BY1,Width1,Height1,IntDen1,RawIntDen1,Area2,Mean2,Min2,Max2,BX2,BY2,Width2,Height2,IntDen2,RawIntDen2,Area3,Mean3,Min3,Max3,BX3,BY3,Width3,Height3,IntDen3,RawIntDen3
1,dataImg,71.228,171.127,83,304,37.241,32.413,6.621,10.759,12189.036,2562799,67.433,120.135,51,186,30.758,12.000,9.586,7.034,8100.980,1703267,996.445,140.934,48,482,16.965,29.655,34.896,61.655,140433.109,29526686
2,dataImg,71.228,171.659,71,307,37.241,32.413,6.621,10.759,12226.914,2570763,67.433,119.759,47,189,30.758,12.000,9.586,7.034,8075.672,1697946,996.445,140.806,43,523,16.965,29.655,34.896,61.655,140305.156,29499782
3,dataImg,71.228,171.975,79,278,37.241,32.413,6.621,10.759,12249.468,2575505,67.433,120.559,45,183,30.758,12.000,9.586,7.034,8129.607,1709286,996.445,140.933,39,463,16.965,29.655,34.896,61.655,140432.031,29526460
4,dataImg,71.228,171.440,78,294,37.241,32.413,6.621,10.759,12211.295,2567479,67.433,119.675,59,189,30.758,12.000,9.586,7.034,8070.008,1696755,996.445,140.913,50,455,16.965,29.655,34.896,61.655,140411.625,29522168
5,dataImg,71.228,171.023,87,277,37.241,32.413,6.621,10.759,12181.616,2561239,67.433,118.967,52,187,30.758,12.000,9.586,7.034,8022.266,1686717,996.445,140.266,44,496,16.965,29.655,34.896,61.655,139767.266,29386688
6,dataImg,71.228,169.936,75,280,37.241,32.413,6.621,10.759,12104.191,2544960,67.433,119.968,56,189,30.758,12.000,9.586,7.034,8089.755,1700907,996.445,141.093,46,538,16.965,29.655,34.896,61.655,140591.016,29559888
7,dataImg,71.228,124.098,60,193,37.241,32.413,6.621,10.759,8839.247,1858491,67.433,120.341,51,188,30.758,12.000,9.586,7.034,8114.934,1706201,996.445,137.568,45,460,16.965,29.655,34.896,61.655,137079.219,28821514
8,dataImg,71.228,125.431,54,195,37.241,32.413,6.621,10.759,8934.218,1878459,67.433,119.337,54,186,30.758,12.000,9.586,7.034,8047.207,1691961,996.445,136.498,53,495,16.965,29.655,34.896,61.655,136012.922,28597322
9,dataImg,71.228,127.094,58,216,37.241,32.413,6.621,10.759,9052.650,1903360,67.433,120.014,57,193,30.758,12.000,9.586,7.034,8092.833,1701554,996.445,136.131,43,451,16.965,29.655,34.896,61.655,135646.719,28520326
10,dataImg,71.228,127.747,60,206,37.241,32.413,6.621,10.759,9099.189,1913145,67.433,119.590,52,193,30.758,12.000,9.586,7.034,8064.258,1695546,996.445,135.913,51,457,16.965,29.655,34.896,61.655,135429.594,28474676
11,dataImg,71.228,128.396,48,213,37.241,32.413,6.621,10.759,9145.414,1922864,67.433,119.359,54,194,30.758,12.000,9.586,7.034,8048.710,1692277,996.445,135.679,45,522,16.965,29.655,34.896,61.655,135197.078,28425784
12,dataImg,71.228,130.003,58,210,37.241,32.413,6.621,10.759,9259.843,1946923,67.433,119.770,49,192,30.758,12.000,9.586,7.034,8076.419,1698103,996.445,135.879,48,476,16.965,29.655,34.896,61.655,135396.312,28467676
13,dataImg,71.228,130.420,58,245,37.241,32.413,6.621,10.759,9289.544,1953168,67.433,119.694,53,183,30.758,12.000,9.586,7.034,8071.282,1697023,996.445,135.749,38,519,16.965,29.655,34.896,61.655,135266.438,28440370
14,dataImg,71.228,132.020,60,333,37.241,32.413,6.621,10.759,9403.530,1977134,67.433,119.790,51,182,30.758,12.000,9.586,7.034,8077.755,1698384,996.445,135.849,43,505,16.965,29.655,34.896,61.655,135365.734,28461246
15,dataImg,71.228,132.457,42,361,37.241,32.413,6.621,10.759,9434.673,1983682,67.433,119.840,52,191,30.758,12.000,9.586,7.034,8081.123,1699092,996.445,135.351,42,468,16.965,29.655,34.896,61.655,134869.453,28356902
16,dataImg,71.228,133.656,61,395,37.241,32.413,6.621,10.759,9520.018,2001626,67.433,120.433,57,187,30.758,12.000,9.586,7.034,8121.122,1707502,996.445,135.801,37,460,16.965,29.655,34.896,61.655,135318.406,28451296
17,dataImg,71.228,133.976,64,390,37.241,32.413,6.621,10.759,9542.823,2006421,67.433,119.982,52,184,30.758,12.000,9.586,7.034,8090.664,1701098,996.445,135.826,41,476,16.965,29.655,34.896,61.655,135342.906,28456448
18,dataImg,71.228,134.768,62,446,37.241,32.413,6.621,10.759,9599.270,2018289,67.433,119.881,52,180,30.758,12.000,9.586,7.034,8083.857,1699667,996.445,135.528,41,494,16.965,29.655,34.896,61.655,135046.219,28394070
19,dataImg,71.228,134.544,53,443,37.241,32.413,6.621,10.759,9583.284,2014928,67.433,119.567,37,181,30.758,12.000,9.586,7.034,8062.688,1695216,996.445,135.254,47,482,16.965,29.655,34.896,61.655,134773.328,28336690
20,dataImg,71.228,136.777,65,421,37.241,32.413,6.621,10.759,9742.362,2048375,67.433,120.203,38,191,30.758,12.000,9.586,7.034,8105.574,1704233,996.445,135.411,43,468,16.965,29.655,34.896,61.655,134929.719,28369572
21,dataImg,71.228,136.939,72,382,37.241,32.413,6.621,10.759,9753.896,2050800,67.433,119.496,54,191,30.758,12.000,9.586,7.034,8057.908,1694211,996.445,135.726,49,434,16.965,29.655,34.896,61.655,135243.547,28435558
22,dataImg,71.228,137.754,65,388,37.241,32.413,6.621,10.759,9811.959,2063008,67.433,120.592,60,190,30.758,12.000,9.586,7.034,8131.804,1709748,996.445,135.852,44,448,16.965,29.655,34.896,61.655,135368.562,28461842
23,dataImg,71.228,137.080,59,396,37.241,32.413,6.621,10.759,9763.941,2052912,67.433,119.479,41,190,30.758,12.000,9.586,7.034,8056.800,1693978,996.445,135.254,46,423,16.965,29.655,34.896,61.655,134773.078,28336640
24,dataImg,71.228,137.158,55,364,37.241,32.413,6.621,10.759,9769.463,2054073,67.433,119.845,54,187,30.758,12.000,9.586,7.034,8081.446,1699160,996.445,135.641,44,411,16.965,29.655,34.896,61.655,135159.000,28417780
25,dataImg,71.228,138.568,69,389,37.241,32.413,6.621,10.759,9869.937,2075198,67.433,119.637,55,193,30.758,12.000,9.586,7.034,8067.463,1696220,996.445,135.587,43,415,16.965,29.655,34.896,61.655,135105.203,28406468
26,dataImg,71.228,138.563,65,409,37.241,32.413,6.621,10.759,9869.589,2075125,67.433,120.348,54,191,30.758,12.000,9.586,7.034,8115.367,1706292,996.445,135.583,45,409,16.965,29.655,34.896,61.655,135100.875,28405560
27,dataImg,71.228,138.445,57,388,37.241,32.413,6.621,10.759,9861.189,2073359,67.433,119.764,53,181,30.758,12.000,9.586,7.034,8076.015,1698018,996.445,135.220,48,388,16.965,29.655,34.896,61.655,134739.438,28329568
28,dataImg,71.228,138.543,67,330,37.241,32.413,6.621,10.759,9868.148,2074822,67.433,119.433,55,198,30.758,12.000,9.586,7.034,8053.680,1693322,996.445,135.305,40,442,16.965,29.655,34.896,61.655,134823.750,28347292
29,dataImg,71.228,138.013,62,230,37.241,32.413,6.621,10.759,9830.365,2066878,67.433,120.234,54,191,30.758,12.000,9.586,7.034,8107.667,1704673,996.445,135.162,42,410,16.965,29.655,34.896,61.655,134681.500,28317384
30,dataImg,71.228,138.729,57,218,37.241,32.413,6.621,10.759,9881.385,2077605,67.433,119.629,49,183,30.758,12.000,9.586,7.034,8066.926,1696107,996.445,135.399,38,446,16.965,29.655,34.896,61.655,134917.641,28367032
31,dataImg,71.228,139.128,67,219,37.241,32.413,6.621,10.759,9909.831,2083586,67.433,119.843,55,188,30.758,12.000,9.586,7.034,8081.356,1699141,996.445,134.885,38,440,16.965,29.655,34.896,61.655,134405.312,28259314
32,dataImg,71.228,138.785,61,217,37.241,32.413,6.621,10.759,9885.352,2078439,67.433,120.730,56,193,30.758,12.000,9.586,7.034,8141.155,1711714,996.445,135.473,48,399,16.965,29.655,34.896,61.655,134991.234,28382508
33,dataImg,71.228,140.172,69,226,37.241,32.413,6.621,10.759,9984.165,2099215,67.433,120.535,45,190,30.758,12.000,9.586,7.034,8127.961,1708940,996.445,135.435,48,475,16.965,29.655,34.896,61.655,134953.953,28374668
