 ,Label,Area1,Mean1,Min1,Max1,BX1,BY1,Width1,Height1,IntDen1,RawIntDen1,Area2,Mean2,Min2,Max2,BX2,BY2,Width2,Height2,IntDen2,RawIntDen2,Area3,Mean3,Min3,Max3,BX3,BY3,Width3,Height3,IntDen3,RawIntDen3
1,dataImg,71.228,234.963,107,434,27.310,25.931,6.621,10.759,16735.945,3518807,64.284,113.619,49,205,4.828,5.034,8.552,7.517,7303.907,1535679,2339.556,151.194,37,488,0.621,9.793,42.482,82.896,353726.500,74372568
2,dataImg,71.228,235.645,91,476,27.310,25.931,6.621,10.759,16784.520,3529020,64.284,111.860,37,178,4.828,5.034,8.552,7.517,7190.783,1511894,2339.556,151.053,23,513,0.621,9.793,42.482,82.896,353397.062,74303304
3,dataImg,71.228,235.789,102,437,27.310,25.931,6.621,10.759,16794.746,3531170,64.284,113.295,52,179,4.828,5.034,8.552,7.517,7283.057,1531295,2339.556,151.404,41,511,0.621,9.793,42.482,82.896,354217.125,74475728
4,dataImg,71.228,235.811,116,458,27.310,25.931,6.621,10.759,16796.316,3531500,64.284,113.010,51,178,4.828,5.034,8.552,7.517,7264.764,1527449,2339.556,151.335,43,506,0.621,9.793,42.482,82.896,354056.062,74441864
5,dataImg,71.228,235.056,113,495,27.310,25.931,6.621,10.759,16742.570,3520200,64.284,113.101,49,181,4.828,5.034,8.552,7.517,7270.557,1528667,2339.556,151.312,41,509,0.621,9.793,42.482,82.896,354003.094,74430728
6,dataImg,71.228,234.966,90,472,27.310,25.931,6.621,10.759,16736.150,3518850,64.284,112.727,42,174,4.828,5.034,8.552,7.517,7246.572,1523624,2339.556,151.118,38,530,0.621,9.793,42.482,82.896,353549.406,74335336
7,dataImg,71.228,235.935,108,421,27.310,25.931,6.621,10.759,16805.148,3533357,64.284,112.762,42,173,4.828,5.034,8.552,7.517,7248.779,1524088,2339.556,151.308,40,524,0.621,9.793,42.482,82.896,353992.719,74428544
8,dataImg,71.228,235.120,108,432,27.310,25.931,6.621,10.759,16747.094,3521151,64.284,112.850,53,176,4.828,5.034,8.552,7.517,7254.439,1525278,2339.556,151.866,30,547,0.621,9.793,42.482,82.896,355299.281,74703248
9,dataImg,71.228,234.222,93,448,27.310,25.931,6.621,10.759,16683.186,3507714,64.284,113.824,51,178,4.828,5.034,8.552,7.517,7317.044,1538441,2339.556,151.854,36,509,0.621,9.793,42.482,82.896,355270.031,74697104
10,dataImg,71.228,234.830,106,427,27.310,25.931,6.621,10.759,16726.447,3516810,64.284,112.768,51,188,4.828,5.034,8.552,7.517,7249.164,1524169,2339.556,151.836,42,581,0.621,9.793,42.482,82.896,355229.406,74688560
